query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"First, save a record to the database and retrieve an existing one. Once both are done, check the virtual machine's status. After verifying the VM status, concurrently process the invoice and decide the next step based on the conditions.",1,"read_database_record -> read_vm_status, read_vm_status -> read_invoice, read_vm_status -> route_task_by_condition, write_database_record -> read_vm_status",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,3758e3e31be0ef72,d48a6b68e84d91bb,5,4,standard,d48a6b68e84d91bb,False,campaign_v4
"Begin by storing a new entry in the database and also fetching an existing entry from it. When these are finished, confirm the virtual machine's status. After that, simultaneously handle the invoice and determine the task routing based on the VM's state.",1,"read_database_record -> read_vm_status, read_vm_status -> read_invoice, read_vm_status -> route_task_by_condition, write_database_record -> read_vm_status",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,3758e3e31be0ef72,d48a6b68e84d91bb,5,4,paraphrase,d48a6b68e84d91bb,False,campaign_v4
"To start, you need to complete two tasks: writing a record to the database and reading an existing record from it. Only after both of these are done can the virtual machine's status be checked. Once the VM status is confirmed, two tasks can run in parallel: processing the invoice and deciding how to route the task based on the VM's state.",1,"read_database_record -> read_vm_status, read_vm_status -> read_invoice, read_vm_status -> route_task_by_condition, write_database_record -> read_vm_status",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,3758e3e31be0ef72,d48a6b68e84d91bb,5,4,structural_clear,d48a6b68e84d91bb,False,campaign_v4
"The workflow begins with two actions: updating the database with a new record and retrieving some data from it. These two happen independently but must both finish before moving on. Next, the system checks the status of the virtual machine. After getting the VM's status, two activities can occur at the same time: inspecting the invoice and making a decision about task routing based on the VM details.",1,"read_database_record -> read_vm_status, read_vm_status -> read_invoice, read_vm_status -> route_task_by_condition, write_database_record -> read_vm_status",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,3758e3e31be0ef72,d48a6b68e84d91bb,5,4,structural_paraphrase,d48a6b68e84d91bb,False,campaign_v4
"Start by making updates to your records and pulling some necessary information from storage. After those are done, verify the current condition of your virtual server. Once the server's state is confirmed, you can simultaneously review billing details and decide how to proceed based on the server check.",1,"read_database_record -> read_vm_status, read_vm_status -> read_invoice, read_vm_status -> route_task_by_condition, write_database_record -> read_vm_status",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,3758e3e31be0ef72,d48a6b68e84d91bb,5,4,lexical,d48a6b68e84d91bb,False,campaign_v4
"Log some information into your system and pull up existing details from your records. After these are finished, confirm the operational status of a virtual resource. Once that’s checked, you can process billing information and decide on the next steps based on what you found earlier.",1,"read_database_record -> read_vm_status, read_vm_status -> read_invoice, read_vm_status -> route_task_by_condition, write_database_record -> read_vm_status",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->2;1->2;2->3;2->4,hourglass,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,3758e3e31be0ef72,d48a6b68e84d91bb,5,4,confusable,d48a6b68e84d91bb,False,campaign_v4
"Save data to the database, and once that's done, retrieve it. At the same time, check the virtual machine status and wait for that to finish before pulling the invoice details. After both the database information and invoice are ready, decide the next step based on those results.",2,"read_database_record -> route_task_by_condition, read_invoice -> route_task_by_condition, read_vm_status -> read_invoice, write_database_record -> read_database_record",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,edfd125c130b6789,d48a6b68e84d91bb,5,4,standard,d48a6b68e84d91bb,False,campaign_v4
"Store some information in the database first, then fetch it. Simultaneously, verify how the virtual machine is doing, and only after that, gather the related invoice. Finally, use both the database entry and the invoice to determine the appropriate next action.",2,"read_database_record -> route_task_by_condition, read_invoice -> route_task_by_condition, read_vm_status -> read_invoice, write_database_record -> read_database_record",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,edfd125c130b6789,d48a6b68e84d91bb,5,4,paraphrase,d48a6b68e84d91bb,False,campaign_v4
"The process starts with two branches: one saves a record in the database, and the other checks the status of a virtual machine. The database branch proceeds to read the saved record, while the VM branch waits until the status check is done to fetch the invoice. Once both the database details and invoice are obtained, their results are used to decide the next step.",2,"read_database_record -> route_task_by_condition, read_invoice -> route_task_by_condition, read_vm_status -> read_invoice, write_database_record -> read_database_record",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,edfd125c130b6789,d48a6b68e84d91bb,5,4,structural_clear,d48a6b68e84d91bb,False,campaign_v4
"Begin by writing some data to a database in one sequence and checking the VM status in another. The database sequence moves forward to retrieve the stored data, while the VM sequence waits for the status check to complete before accessing the invoice. After both the database record and invoice are available, the system evaluates them to determine what to do next.",2,"read_database_record -> route_task_by_condition, read_invoice -> route_task_by_condition, read_vm_status -> read_invoice, write_database_record -> read_database_record",write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,0->1;2->3;1->4;3->4,w_shape,azure_gpt4o,train,FALSE,FALSE,write_database_record;read_database_record;read_vm_status;read_invoice;route_task_by_condition,45,edfd125c130b6789,d48a6b68e84d91bb,5,4,structural_paraphrase,d48a6b68e84d91bb,False,campaign_v4
