source_row_id,original_query,transformed_query,label,generation_type,lexical_cues_removed,paraphrase_family,confusable_with
2814,Simple request — silence the alert on prod-web-01 for now and we're good.,We're on it — just need to silence the notification.,acknowledge_alert,lexical_cue_reduced,alert,,
2815,Quick task: silence the alert on payment-api-03 for now.,The alert keeps firing but we're already working on it.,acknowledge_alert,lexical_cue_reduced,silence,,
2816,All I need is for someone to accept the notification about staging-db-02.,Someone needs to confirm we've seen the warning.,acknowledge_alert,lexical_cue_reduced,accept,,
2817,Quick task: confirm we're aware of the ml-infer-05 incident.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,confirm,,
2818,All I need is for someone to accept the notification about staging-db-02.,Mark the incident as acknowledged so it stops escalating.,acknowledge_alert,lexical_cue_reduced,accept,,
2819,Simple request — acknowledge the alert on ml-infer-05 and we're good.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,acknowledge;alert,,
2820,Quick task: ack the firing alert for auth-svc-04.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,ack;alert,,
2821,Just confirm we're aware of the cdn-edge-06 incident. Nothing else needed.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,confirm,,
2822,Eve reported an issue — confirm we're aware of the payment-api-03 incident.,The alert keeps firing but we're already working on it.,acknowledge_alert,lexical_cue_reduced,confirm,,
2823,Simple request — confirm we're aware of the auth-svc-04 incident and we're good.,Mark the incident as acknowledged so it stops escalating.,acknowledge_alert,lexical_cue_reduced,confirm,,
2824,Quick one — acknowledge the alert on cdn-edge-06.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,acknowledge;alert,,
2825,Quick task: ack the firing alert for staging-db-02.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,ack;alert,,
2826,Quick task: confirm we're aware of the cdn-edge-06 incident.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,confirm,,
2827,Quick task: confirm we're aware of the cdn-edge-06 incident.,Mark the incident as acknowledged so it stops escalating.,acknowledge_alert,lexical_cue_reduced,confirm,,
2828,Just confirm we're aware of the prod-web-01 incident. Nothing else needed.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,confirm,,
2829,Quick task: silence the alert on ml-infer-05 for now.,We're on it — just need to silence the notification.,acknowledge_alert,lexical_cue_reduced,alert,,
2830,Just ack the firing alert for cdn-edge-06. Nothing else needed.,We're on it — just need to silence the notification.,acknowledge_alert,lexical_cue_reduced,ack;alert,,
2831,Just silence the alert on payment-api-03 for now. Nothing else needed.,The alert keeps firing but we're already working on it.,acknowledge_alert,lexical_cue_reduced,silence,,
2832,Simple request — ack the firing alert for prod-web-01 and we're good.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,ack;alert,,
2833,All I need is for someone to mark the prod-web-01 alert as seen.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,alert;seen,,
2834,"For the Finance team, confirm we're aware of the auth-svc-04 incident.",Mark the incident as acknowledged so it stops escalating.,acknowledge_alert,lexical_cue_reduced,confirm,,
2835,I need you to accept the notification about prod-web-01.,The alert keeps firing but we're already working on it.,acknowledge_alert,lexical_cue_reduced,accept,,
2836,All I need is for someone to accept the notification about payment-api-03.,The alert keeps firing but we're already working on it.,acknowledge_alert,lexical_cue_reduced,accept,,
2837,All I need is for someone to accept the notification about ml-infer-05.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,accept,,
2838,Quick task: accept the notification about ml-infer-05.,We're on it — just need to silence the notification.,acknowledge_alert,lexical_cue_reduced,accept,,
2839,Quick one — acknowledge the alert on ml-infer-05.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,acknowledge;alert,,
2840,Just confirm we're aware of the auth-svc-04 incident. Nothing else needed.,Mark the incident as acknowledged so it stops escalating.,acknowledge_alert,lexical_cue_reduced,confirm,,
2841,All I need is for someone to silence the alert on payment-api-03 for now.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,alert;silence,,
2842,Urgent: ack the firing alert for prod-web-01.,Mark the incident as acknowledged so it stops escalating.,acknowledge_alert,lexical_cue_reduced,ack;alert,,
2843,Quick task: confirm we're aware of the cdn-edge-06 incident.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,confirm,,
2844,All I need is for someone to silence the alert on payment-api-03 for now.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,alert;silence,,
2845,Time to confirm we're aware of the auth-svc-04 incident.,We're on it — just need to silence the notification.,acknowledge_alert,lexical_cue_reduced,confirm,,
2846,Just accept the notification about auth-svc-04. Nothing else needed.,We know about the issue — stop the noise.,acknowledge_alert,lexical_cue_reduced,accept,,
2847,Simple request — mark the staging-db-02 alert as seen and we're good.,Someone needs to confirm we've seen the warning.,acknowledge_alert,lexical_cue_reduced,alert,,
2848,All I need is for someone to silence the alert on payment-api-03 for now.,Someone needs to confirm we've seen the warning.,acknowledge_alert,lexical_cue_reduced,alert;silence,,
2849,Simple request — silence the alert on ml-infer-05 for now and we're good.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,alert;silence,,
2850,Simple request — ack the firing alert for auth-svc-04 and we're good.,The pager is going off but we're aware.,acknowledge_alert,lexical_cue_reduced,ack;alert,,
