source_row_id,original_query,transformed_query,label,generation_type,lexical_cues_removed,paraphrase_family,confusable_with
0,All I need is for someone to query the database about #60122.,All I need is for someone to query the database about #60122.,query_database,paraphrase_original,,0,
0,All I need is for someone to query the database about #60122.,Is it possible to all i need is for someone to query the database about #60122?,query_database,paraphrase_variant,,0,
0,All I need is for someone to query the database about #60122.,Need you to all i need is for someone to query the database about #60122.,query_database,paraphrase_variant,,0,
0,All I need is for someone to query the database about #60122.,I'd appreciate it if you could all i need is for someone to query the database about #60122.,query_database,paraphrase_variant,,0,
0,All I need is for someone to query the database about #60122.,What we need is for all i need is for someone to query the database about #60122.,query_database,paraphrase_variant,,0,
1,"For the Engineering team, pull Alice's data.","For the Engineering team, pull Alice's data.",query_database,paraphrase_original,,1,
1,"For the Engineering team, pull Alice's data.","Is it possible to for the engineering team, pull alice's data?",query_database,paraphrase_variant,,1,
1,"For the Engineering team, pull Alice's data.","Yo, for the engineering team, pull alice's data.",query_database,paraphrase_variant,,1,
1,"For the Engineering team, pull Alice's data.","for the engineering team, pull alice's data -- that's what needs to happen.",query_database,paraphrase_variant,,1,
1,"For the Engineering team, pull Alice's data.","Kindly for the engineering team, pull alice's data.",query_database,paraphrase_variant,,1,
3,Simple request — dig up the history on Charlie and we're good.,Simple request — dig up the history on Charlie and we're good.,query_database,paraphrase_original,,3,
3,Simple request — dig up the history on Charlie and we're good.,Quick one -- simple request — dig up the history on charlie and we're good.,query_database,paraphrase_variant,,3,
3,Simple request — dig up the history on Charlie and we're good.,simple request — dig up the history on charlie and we're good -- that's what needs to happen.,query_database,paraphrase_variant,,3,
3,Simple request — dig up the history on Charlie and we're good.,Could someone simple request — dig up the history on charlie and we're good?,query_database,paraphrase_variant,,3,
3,Simple request — dig up the history on Charlie and we're good.,Would you mind simple request — dig up the history on charlie and we're good.,query_database,paraphrase_variant,,3,
4,All I need is for someone to query the database about #20891.,All I need is for someone to query the database about #20891.,query_database,paraphrase_original,,4,
4,All I need is for someone to query the database about #20891.,The situation requires all i need is for someone to query the database about #20891.,query_database,paraphrase_variant,,4,
4,All I need is for someone to query the database about #20891.,Is it possible to all i need is for someone to query the database about #20891?,query_database,paraphrase_variant,,4,
4,All I need is for someone to query the database about #20891.,Quick one -- all i need is for someone to query the database about #20891.,query_database,paraphrase_variant,,4,
4,All I need is for someone to query the database about #20891.,Would you mind all i need is for someone to query the database about #20891.,query_database,paraphrase_variant,,4,
5,Simple request — fetch #20891's info and we're good.,Simple request — fetch #20891's info and we're good.,query_database,paraphrase_original,,5,
5,Simple request — fetch #20891's info and we're good.,Would anyone be able to simple request — fetch #20891's info and we're good?,query_database,paraphrase_variant,,5,
5,Simple request — fetch #20891's info and we're good.,What we need is for simple request — fetch #20891's info and we're good.,query_database,paraphrase_variant,,5,
5,Simple request — fetch #20891's info and we're good.,Kindly simple request — fetch #20891's info and we're good.,query_database,paraphrase_variant,,5,
5,Simple request — fetch #20891's info and we're good.,Do me a favor and simple request — fetch #20891's info and we're good.,query_database,paraphrase_variant,,5,
7,Just pull Frank's data. Nothing else needed.,Just pull Frank's data. Nothing else needed.,query_database,paraphrase_original,,7,
7,Just pull Frank's data. Nothing else needed.,We request that you just pull frank's data. nothing else needed.,query_database,paraphrase_variant,,7,
