source_row_id,original_query,transformed_query,label,generation_type,lexical_cues_removed,paraphrase_family,confusable_with
0,Confirm that cdn-edge-06 is still responding for Marketing.,Confirm that cdn-edge-06 is still responding for Marketing.,check_service_status,paraphrase_original,,0,
0,Confirm that cdn-edge-06 is still responding for Marketing.,Is it possible to confirm that cdn-edge-06 is still responding for marketing?,check_service_status,paraphrase_variant,,0,
0,Confirm that cdn-edge-06 is still responding for Marketing.,Need you to confirm that cdn-edge-06 is still responding for marketing.,check_service_status,paraphrase_variant,,0,
0,Confirm that cdn-edge-06 is still responding for Marketing.,I'd appreciate it if you could confirm that cdn-edge-06 is still responding for marketing.,check_service_status,paraphrase_variant,,0,
0,Confirm that cdn-edge-06 is still responding for Marketing.,What we need is for confirm that cdn-edge-06 is still responding for marketing.,check_service_status,paraphrase_variant,,0,
2,Confirm that prod-web-01 is still responding for Engineering.,Confirm that prod-web-01 is still responding for Engineering.,check_service_status,paraphrase_original,,2,
2,Confirm that prod-web-01 is still responding for Engineering.,It would help if confirm that prod-web-01 is still responding for engineering.,check_service_status,paraphrase_variant,,2,
2,Confirm that prod-web-01 is still responding for Engineering.,We request that you confirm that prod-web-01 is still responding for engineering.,check_service_status,paraphrase_variant,,2,
2,Confirm that prod-web-01 is still responding for Engineering.,Gonna need you to confirm that prod-web-01 is still responding for engineering.,check_service_status,paraphrase_variant,,2,
2,Confirm that prod-web-01 is still responding for Engineering.,Would anyone be able to confirm that prod-web-01 is still responding for engineering?,check_service_status,paraphrase_variant,,2,
3,Confirm that ml-infer-05 is still responding for Legal.,Confirm that ml-infer-05 is still responding for Legal.,check_service_status,paraphrase_original,,3,
3,Confirm that ml-infer-05 is still responding for Legal.,Quick one -- confirm that ml-infer-05 is still responding for legal.,check_service_status,paraphrase_variant,,3,
3,Confirm that ml-infer-05 is still responding for Legal.,confirm that ml-infer-05 is still responding for legal -- that's what needs to happen.,check_service_status,paraphrase_variant,,3,
3,Confirm that ml-infer-05 is still responding for Legal.,Could someone confirm that ml-infer-05 is still responding for legal?,check_service_status,paraphrase_variant,,3,
3,Confirm that ml-infer-05 is still responding for Legal.,Would you mind confirm that ml-infer-05 is still responding for legal.,check_service_status,paraphrase_variant,,3,
4,Give me the current status of prod-web-01 before Finance starts work.,Give me the current status of prod-web-01 before Finance starts work.,check_service_status,paraphrase_original,,4,
4,Give me the current status of prod-web-01 before Finance starts work.,The situation requires give me the current status of prod-web-01 before finance starts work.,check_service_status,paraphrase_variant,,4,
4,Give me the current status of prod-web-01 before Finance starts work.,Is it possible to give me the current status of prod-web-01 before finance starts work?,check_service_status,paraphrase_variant,,4,
4,Give me the current status of prod-web-01 before Finance starts work.,Quick one -- give me the current status of prod-web-01 before finance starts work.,check_service_status,paraphrase_variant,,4,
4,Give me the current status of prod-web-01 before Finance starts work.,Would you mind give me the current status of prod-web-01 before finance starts work.,check_service_status,paraphrase_variant,,4,
7,Give me the current status of cdn-edge-06 before Legal starts work.,Give me the current status of cdn-edge-06 before Legal starts work.,check_service_status,paraphrase_original,,7,
7,Give me the current status of cdn-edge-06 before Legal starts work.,We request that you give me the current status of cdn-edge-06 before legal starts work.,check_service_status,paraphrase_variant,,7,
7,Give me the current status of cdn-edge-06 before Legal starts work.,Gonna need you to give me the current status of cdn-edge-06 before legal starts work.,check_service_status,paraphrase_variant,,7,
7,Give me the current status of cdn-edge-06 before Legal starts work.,Who can give me the current status of cdn-edge-06 before legal starts work?,check_service_status,paraphrase_variant,,7,
7,Give me the current status of cdn-edge-06 before Legal starts work.,The situation requires give me the current status of cdn-edge-06 before legal starts work.,check_service_status,paraphrase_variant,,7,
9,Give me the current status of cdn-edge-06 before Engineering starts work.,Give me the current status of cdn-edge-06 before Engineering starts work.,check_service_status,paraphrase_original,,9,
9,Give me the current status of cdn-edge-06 before Engineering starts work.,The situation requires give me the current status of cdn-edge-06 before engineering starts work.,check_service_status,paraphrase_variant,,9,
9,Give me the current status of cdn-edge-06 before Engineering starts work.,Is it possible to give me the current status of cdn-edge-06 before engineering starts work?,check_service_status,paraphrase_variant,,9,
9,Give me the current status of cdn-edge-06 before Engineering starts work.,Could you please give me the current status of cdn-edge-06 before engineering starts work.,check_service_status,paraphrase_variant,,9,
9,Give me the current status of cdn-edge-06 before Engineering starts work.,Gonna need you to give me the current status of cdn-edge-06 before engineering starts work.,check_service_status,paraphrase_variant,,9,
12,Confirm that ml-infer-05 is still responding for Finance.,Confirm that ml-infer-05 is still responding for Finance.,check_service_status,paraphrase_original,,12,
12,Confirm that ml-infer-05 is still responding for Finance.,confirm that ml-infer-05 is still responding for finance -- that's what needs to happen.,check_service_status,paraphrase_variant,,12,
12,Confirm that ml-infer-05 is still responding for Finance.,Would anyone be able to confirm that ml-infer-05 is still responding for finance?,check_service_status,paraphrase_variant,,12,
12,Confirm that ml-infer-05 is still responding for Finance.,We request that you confirm that ml-infer-05 is still responding for finance.,check_service_status,paraphrase_variant,,12,
12,Confirm that ml-infer-05 is still responding for Finance.,Need you to confirm that ml-infer-05 is still responding for finance.,check_service_status,paraphrase_variant,,12,
