source_row_id,original_query,transformed_query,label,generation_type,lexical_cues_removed,paraphrase_family,confusable_with
804,check the status of cdn-edge-06.,What's going on with prod-web-01?,check_status,lexical_cue_reduced,check;status,,
805,verify whether payment-api-03 is healthy.,Is staging-db-02 still working?,check_status,lexical_cue_reduced,verify,,
806,see if ml-infer-05 is up.,We haven't heard from staging-db-02 in a while.,check_status,lexical_cue_reduced,up,,
807,inspect the current state of ml-infer-05.,What's going on with cdn-edge-06?,check_status,lexical_cue_reduced,,,
808,look into auth-svc-04's health.,Can you confirm prod-web-01 is operational?,check_status,lexical_cue_reduced,health,,
809,confirm that auth-svc-04 is running normally.,Give me a quick look at how auth-svc-04 is doing.,check_status,lexical_cue_reduced,,,
810,check whether cdn-edge-06 is operational.,Is everything okay with prod-web-01?,check_status,lexical_cue_reduced,check,,
811,review the status of ml-infer-05.,What's going on with staging-db-02?,check_status,lexical_cue_reduced,status,,
812,Please check the status of payment-api-03.,We haven't heard from ml-infer-05 in a while.,check_status,lexical_cue_reduced,check;status,,
813,Please verify whether staging-db-02 is healthy.,Give me a quick look at how prod-web-01 is doing.,check_status,lexical_cue_reduced,verify,,
814,Please see if prod-web-01 is up.,Can you confirm staging-db-02 is operational?,check_status,lexical_cue_reduced,up,,
815,Please inspect the current state of payment-api-03.,Can you confirm auth-svc-04 is operational?,check_status,lexical_cue_reduced,,,
816,Please look into auth-svc-04's health.,We haven't heard from auth-svc-04 in a while.,check_status,lexical_cue_reduced,health,,
817,Please confirm that staging-db-02 is running normally.,Give me a quick look at how payment-api-03 is doing.,check_status,lexical_cue_reduced,,,
818,Please check whether auth-svc-04 is operational.,Is everything okay with staging-db-02?,check_status,lexical_cue_reduced,check,,
819,Please review the status of ml-infer-05.,Any idea what state payment-api-03 is in?,check_status,lexical_cue_reduced,status,,
820,Can you check the status of ml-infer-05?,We haven't heard from payment-api-03 in a while.,check_status,lexical_cue_reduced,check;status,,
821,Can you verify whether cdn-edge-06 is healthy?,Any idea what state prod-web-01 is in?,check_status,lexical_cue_reduced,verify,,
822,Can you see if auth-svc-04 is up?,I'd like a pulse on payment-api-03.,check_status,lexical_cue_reduced,up,,
823,Can you inspect the current state of payment-api-03?,Is everything okay with cdn-edge-06?,check_status,lexical_cue_reduced,,,
824,Can you look into prod-web-01's health?,We need visibility into ml-infer-05's condition.,check_status,lexical_cue_reduced,health,,
825,Can you confirm that auth-svc-04 is running normally?,What's going on with auth-svc-04?,check_status,lexical_cue_reduced,,,
826,Can you check whether payment-api-03 is operational?,What's going on with ml-infer-05?,check_status,lexical_cue_reduced,check,,
827,Can you review the status of auth-svc-04?,Is cdn-edge-06 still working?,check_status,lexical_cue_reduced,status,,
828,Could you check the status of staging-db-02 for me?,Give me a quick look at how staging-db-02 is doing.,check_status,lexical_cue_reduced,check;status,,
829,Could you verify whether payment-api-03 is healthy for me?,Is auth-svc-04 still working?,check_status,lexical_cue_reduced,verify,,
830,Could you see if payment-api-03 is up for me?,I'd like a pulse on staging-db-02.,check_status,lexical_cue_reduced,up,,
