tool,precision,recall,f1,support
db_read,0.8055555555555556,0.8656716417910447,0.8345323741007195,67
db_write,0.7283950617283951,0.8805970149253731,0.7972972972972973,67
reset_password,0.9305555555555556,1.0,0.9640287769784173,67
create_ticket,0.7358490566037735,0.582089552238806,0.65,67
send_notification,0.8372093023255814,0.5373134328358209,0.6545454545454545,67
quarantine_system,0.7073170731707317,0.43283582089552236,0.5370370370370371,67
scan_malware,0.7692307692307693,0.746268656716418,0.7575757575757576,67
generate_report,0.6666666666666666,0.7761194029850746,0.7172413793103448,67
process_refund,0.7439024390243902,0.9104477611940298,0.8187919463087249,67
update_subscription,0.9436619718309859,1.0,0.9710144927536232,67
provision_vm,0.6282051282051282,0.7313432835820896,0.6758620689655173,67
restart_service,0.9464285714285714,0.7910447761194029,0.8617886178861789,67
check_status,0.7872340425531915,0.5522388059701493,0.6491228070175439,67
escalate_to_human,0.7714285714285715,0.8059701492537313,0.7883211678832117,67
log_audit_event,0.5208333333333334,0.746268656716418,0.6134969325153374,67
