source_row_id,original_query,query,ground_truth,generation_type,lexical_cues_removed,paraphrase_family,confusable_with,ground_truth_tool,class_id,predicted_tool,correct,rank,top5_tools
6,bring up Bob's account information.,bring up Bob's account information.,query_database,paraphrase_original,,6,,db_read,0,db_read,True,1,db_read;db_write;process_refund;generate_report;update_subscription
6,bring up Bob's account information.,"Yo, bring up bob's account information.",query_database,paraphrase_variant,,6,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;reset_password
6,bring up Bob's account information.,We request that you bring up bob's account information.,query_database,paraphrase_variant,,6,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;update_subscription
6,bring up Bob's account information.,Is it possible to bring up bob's account information?,query_database,paraphrase_variant,,6,,db_read,0,db_read,True,1,db_read;db_write;generate_report;update_subscription;reset_password
6,bring up Bob's account information.,bring up bob's account information -- that's what needs to happen.,query_database,paraphrase_variant,,6,,db_read,0,db_read,True,1,db_read;generate_report;process_refund;quarantine_system;db_write
11,Please check the database entry for Eve.,Please check the database entry for Eve.,query_database,paraphrase_original,,11,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;provision_vm
11,Please check the database entry for Eve.,Is it possible to check the database entry for eve?,query_database,paraphrase_variant,,11,,db_read,0,db_read,True,1,db_read;db_write;log_audit_event;generate_report;check_status
11,Please check the database entry for Eve.,What we need is for check the database entry for eve.,query_database,paraphrase_variant,,11,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;check_status
11,Please check the database entry for Eve.,Quick one -- check the database entry for eve.,query_database,paraphrase_variant,,11,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;provision_vm
11,Please check the database entry for Eve.,Would you mind check the database entry for eve.,query_database,paraphrase_variant,,11,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;provision_vm
18,Can you check the database for #53698?,Can you check the database for #53698?,query_database,paraphrase_original,,18,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;check_status
18,Can you check the database for #53698?,Quick one -- check the database for #53698.,query_database,paraphrase_variant,,18,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;process_refund
18,Can you check the database for #53698?,We request that you check the database for #53698.,query_database,paraphrase_variant,,18,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;check_status
18,Can you check the database for #53698?,check the database for #53698 -- that's what needs to happen.,query_database,paraphrase_variant,,18,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;log_audit_event
18,Can you check the database for #53698?,Would anyone be able to check the database for #53698?,query_database,paraphrase_variant,,18,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;check_status
19,Can you pull the details associated with #53698?,Can you pull the details associated with #53698?,query_database,paraphrase_original,,19,,db_read,0,db_read,True,1,db_read;generate_report;db_write;process_refund;log_audit_event
19,Can you pull the details associated with #53698?,Gonna need you to pull the details associated with #53698.,query_database,paraphrase_variant,,19,,db_read,0,generate_report,False,2,generate_report;db_read;db_write;process_refund;create_ticket
19,Can you pull the details associated with #53698?,What we need is for pull the details associated with #53698.,query_database,paraphrase_variant,,19,,db_read,0,generate_report,False,2,generate_report;db_read;db_write;create_ticket;process_refund
19,Can you pull the details associated with #53698?,Who can pull the details associated with #53698?,query_database,paraphrase_variant,,19,,db_read,0,db_read,True,1,db_read;generate_report;log_audit_event;process_refund;db_write
19,Can you pull the details associated with #53698?,Would you mind pull the details associated with #53698.,query_database,paraphrase_variant,,19,,db_read,0,generate_report,False,4,generate_report;db_write;process_refund;db_read;create_ticket
22,Can you bring up the database entry for #20891?,Can you bring up the database entry for #20891?,query_database,paraphrase_original,,22,,db_read,0,db_write,False,2,db_write;db_read;generate_report;log_audit_event;process_refund
22,Can you bring up the database entry for #20891?,Would anyone be able to bring up the database entry for #20891?,query_database,paraphrase_variant,,22,,db_read,0,db_write,False,2,db_write;db_read;generate_report;log_audit_event;process_refund
22,Can you bring up the database entry for #20891?,Quick one -- bring up the database entry for #20891.,query_database,paraphrase_variant,,22,,db_read,0,db_write,False,2,db_write;db_read;generate_report;process_refund;create_ticket
22,Can you bring up the database entry for #20891?,What we need is for bring up the database entry for #20891.,query_database,paraphrase_variant,,22,,db_read,0,db_write,False,2,db_write;db_read;generate_report;create_ticket;log_audit_event
22,Can you bring up the database entry for #20891?,Would you mind bring up the database entry for #20891.,query_database,paraphrase_variant,,22,,db_read,0,db_write,False,2,db_write;db_read;generate_report;log_audit_event;process_refund
23,Can you read back the data for #60122?,Can you read back the data for #60122?,query_database,paraphrase_original,,23,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;log_audit_event
23,Can you read back the data for #60122?,Gonna need you to read back the data for #60122.,query_database,paraphrase_variant,,23,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;provision_vm
23,Can you read back the data for #60122?,Would anyone be able to read back the data for #60122?,query_database,paraphrase_variant,,23,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;log_audit_event
23,Can you read back the data for #60122?,We request that you read back the data for #60122.,query_database,paraphrase_variant,,23,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;send_notification
23,Can you read back the data for #60122?,It would help if read back the data for #60122.,query_database,paraphrase_variant,,23,,db_read,0,db_read,True,1,db_read;db_write;generate_report;process_refund;check_status
40,We should look up the record for Charlie.,We should look up the record for Charlie.,query_database,paraphrase_original,,40,,db_read,0,db_read,True,1,db_read;generate_report;log_audit_event;process_refund;quarantine_system
40,We should look up the record for Charlie.,Is it possible to we should look up the record for charlie?,query_database,paraphrase_variant,,40,,db_read,0,db_read,True,1,db_read;generate_report;log_audit_event;create_ticket;check_status
40,We should look up the record for Charlie.,The situation requires we should look up the record for charlie.,query_database,paraphrase_variant,,40,,db_read,0,generate_report,False,7,generate_report;log_audit_event;create_ticket;process_refund;quarantine_system
40,We should look up the record for Charlie.,Could you please we should look up the record for charlie.,query_database,paraphrase_variant,,40,,db_read,0,db_read,True,1,db_read;log_audit_event;generate_report;process_refund;db_write
40,We should look up the record for Charlie.,Quick one -- we should look up the record for charlie.,query_database,paraphrase_variant,,40,,db_read,0,generate_report,False,2,generate_report;db_read;process_refund;log_audit_event;create_ticket
47,We should search the database for Charlie.,We should search the database for Charlie.,query_database,paraphrase_original,,47,,db_read,0,db_read,True,1,db_read;db_write;generate_report;quarantine_system;process_refund
47,We should search the database for Charlie.,we should search the database for charlie -- that's what needs to happen.,query_database,paraphrase_variant,,47,,db_read,0,db_read,True,1,db_read;db_write;generate_report;quarantine_system;process_refund
47,We should search the database for Charlie.,Would anyone be able to we should search the database for charlie?,query_database,paraphrase_variant,,47,,db_read,0,db_read,True,1,db_read;db_write;generate_report;scan_malware;log_audit_event
47,We should search the database for Charlie.,Kindly we should search the database for charlie.,query_database,paraphrase_variant,,47,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;process_refund
47,We should search the database for Charlie.,Need you to we should search the database for charlie.,query_database,paraphrase_variant,,47,,db_read,0,db_read,True,1,db_read;db_write;generate_report;log_audit_event;process_refund
48,Let's look up the record for Charlie.,Let's look up the record for Charlie.,query_database,paraphrase_original,,48,,db_read,0,db_read,True,1,db_read;process_refund;generate_report;log_audit_event;db_write
48,Let's look up the record for Charlie.,What we need is for let's look up the record for charlie.,query_database,paraphrase_variant,,48,,db_read,0,generate_report,False,3,generate_report;create_ticket;db_read;process_refund;check_status
48,Let's look up the record for Charlie.,Quick one -- let's look up the record for charlie.,query_database,paraphrase_variant,,48,,db_read,0,generate_report,False,2,generate_report;db_read;process_refund;create_ticket;db_write
48,Let's look up the record for Charlie.,Would you mind let's look up the record for charlie.,query_database,paraphrase_variant,,48,,db_read,0,db_read,True,1,db_read;generate_report;process_refund;db_write;log_audit_event
48,Let's look up the record for Charlie.,Who can let's look up the record for charlie?,query_database,paraphrase_variant,,48,,db_read,0,db_read,True,1,db_read;generate_report;log_audit_event;process_refund;create_ticket
