tool,precision,recall,f1,support
db_read,0.7027027027027027,0.8666666666666667,0.7761194029850746,30
db_write,0.59375,0.6333333333333333,0.6129032258064516,30
reset_password,0.7777777777777778,0.9333333333333333,0.8484848484848485,30
create_ticket,0.9375,0.5,0.6521739130434783,30
send_notification,0.47619047619047616,0.3333333333333333,0.39215686274509803,30
quarantine_system,0.6,0.1,0.17142857142857143,30
scan_malware,0.4444444444444444,0.8,0.5714285714285714,30
generate_report,0.8571428571428571,1.0,0.9230769230769231,30
process_refund,0.4,0.2,0.26666666666666666,30
update_subscription,0.5882352941176471,1.0,0.7407407407407407,30
provision_vm,0.5185185185185185,0.4666666666666667,0.49122807017543857,30
restart_service,0.4166666666666667,0.3333333333333333,0.37037037037037035,30
check_status,0.8461538461538461,0.36666666666666664,0.5116279069767442,30
escalate_to_human,0.717948717948718,0.9333333333333333,0.8115942028985508,30
log_audit_event,0.4222222222222222,0.6333333333333333,0.5066666666666667,30
