tool,precision,recall,f1,support
db_read,0.5227272727272727,0.34328358208955223,0.4144144144144144,67
db_write,0.6428571428571429,0.5373134328358209,0.5853658536585366,67
reset_password,0.6,0.7164179104477612,0.6530612244897959,67
create_ticket,0.3283582089552239,0.3283582089552239,0.3283582089552239,67
send_notification,0.5357142857142857,0.22388059701492538,0.3157894736842105,67
quarantine_system,0.41935483870967744,0.3880597014925373,0.40310077519379844,67
scan_malware,0.6060606060606061,0.29850746268656714,0.4,67
generate_report,0.391304347826087,0.6716417910447762,0.4945054945054945,67
process_refund,0.36633663366336633,0.5522388059701493,0.44047619047619047,67
update_subscription,0.8301886792452831,0.6567164179104478,0.7333333333333333,67
provision_vm,0.4166666666666667,0.5223880597014925,0.46357615894039733,67
restart_service,0.5555555555555556,0.22388059701492538,0.3191489361702128,67
check_status,0.3870967741935484,0.1791044776119403,0.24489795918367346,67
escalate_to_human,0.5357142857142857,0.8955223880597015,0.6703910614525139,67
log_audit_event,0.38392857142857145,0.6417910447761194,0.48044692737430167,67
