tool,precision,recall,f1,support
db_read,0.7945205479452054,0.8656716417910447,0.8285714285714286,67
db_write,0.7866666666666666,0.8805970149253731,0.8309859154929577,67
reset_password,0.9178082191780822,1.0,0.9571428571428572,67
create_ticket,0.7804878048780488,0.47761194029850745,0.5925925925925926,67
send_notification,0.9,0.5373134328358209,0.6728971962616822,67
quarantine_system,0.6136363636363636,0.40298507462686567,0.4864864864864865,67
scan_malware,0.7352941176470589,0.746268656716418,0.7407407407407407,67
generate_report,0.684931506849315,0.746268656716418,0.7142857142857143,67
process_refund,0.6966292134831461,0.9253731343283582,0.7948717948717948,67
update_subscription,0.9571428571428572,1.0,0.9781021897810219,67
provision_vm,0.6216216216216216,0.6865671641791045,0.6524822695035462,67
restart_service,0.9180327868852459,0.835820895522388,0.875,67
check_status,0.8181818181818182,0.5373134328358209,0.6486486486486487,67
escalate_to_human,0.7538461538461538,0.7313432835820896,0.7424242424242424,67
log_audit_event,0.5043478260869565,0.8656716417910447,0.6373626373626373,67
