query,dag_id,dag_text,tools,edges,topo_family,source,split,strict_fix_applied,had_duplicate_node_labels,original_tools,tool_count,canonical_dag_hash,canonical_toolset_hash,num_nodes,num_edges,query_condition,structural_twin_group,heldout_topology,dataset_version
"First, verify the current status of the service, then escalate the issue to a human if needed. After that, check the user's profile to gather their details, and finally, proceed with updating their subscription plan.",379,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,bd42c4c5c0d89796,0de72cfd5282af57,4,3,standard,0de72cfd5282af57,False,campaign_v4
"Begin by determining whether the service is operational, then pass the case along to a human agent. Next, retrieve the profile information for the user, and after that, make adjustments to their subscription plan as required.",379,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,bd42c4c5c0d89796,0de72cfd5282af57,4,3,paraphrase,0de72cfd5282af57,False,campaign_v4
"This workflow must follow a strict sequence: the service status must be checked first, as it is a prerequisite for escalating the case. Once escalated, the user profile can be accessed, which is essential before the subscription plan is updated. No steps can run in parallel, as each depends on the prior step being completed.",379,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,bd42c4c5c0d89796,0de72cfd5282af57,4,3,structural_clear,0de72cfd5282af57,False,campaign_v4
"The process is entirely sequential: start by confirming the service status, which enables the escalation step. After escalation, user details can be reviewed, and only then can the subscription plan be modified. Each step is dependent on the previous one being finished before continuing.",379,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,bd42c4c5c0d89796,0de72cfd5282af57,4,3,structural_paraphrase,0de72cfd5282af57,False,campaign_v4
"Check if the system is working properly, then hand off the matter to a live agent to deal with any unresolved concerns. Once the agent has handled the issue, pull up the account information for the user and make the necessary changes to their membership plan.",379,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,bd42c4c5c0d89796,0de72cfd5282af57,4,3,lexical,0de72cfd5282af57,False,campaign_v4
"Start by confirming the system's operational status. Once that's done, escalate unresolved issues to someone who can assist directly. Following that, gather the user's account information, and finally, make adjustments to their subscription based on the updated details.",379,"check_service_status -> escalate_case_to_human, escalate_case_to_human -> read_user_profile, read_user_profile -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;1->2;2->3,chain_medium_4,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,bd42c4c5c0d89796,0de72cfd5282af57,4,3,confusable,0de72cfd5282af57,False,campaign_v4
"Can you check the service status first, and then once that’s done, escalate the case to a human while simultaneously pulling up the user profile and updating their subscription plan?",380,"check_service_status -> escalate_case_to_human, check_service_status -> read_user_profile, check_service_status -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,79ed7d222b5333cd,0de72cfd5282af57,4,3,standard,0de72cfd5282af57,False,campaign_v4
"Please start by verifying the status of the service. After that, escalate the case to a human agent, and at the same time review the user’s account details and update their subscription preferences.",380,"check_service_status -> escalate_case_to_human, check_service_status -> read_user_profile, check_service_status -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,79ed7d222b5333cd,0de72cfd5282af57,4,3,paraphrase,0de72cfd5282af57,False,campaign_v4
"Begin by checking the service status. After completing that, escalate the issue to a human agent. At the same time, simultaneously retrieve the user profile and modify their subscription plan as needed.",380,"check_service_status -> escalate_case_to_human, check_service_status -> read_user_profile, check_service_status -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,79ed7d222b5333cd,0de72cfd5282af57,4,3,structural_clear,0de72cfd5282af57,False,campaign_v4
"First, confirm the service status. Once that task is done, ensure the case is escalated to a human, and concurrently access the user’s account information and adjust their subscription settings.",380,"check_service_status -> escalate_case_to_human, check_service_status -> read_user_profile, check_service_status -> update_subscription_plan",check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,0->1;0->2;0->3,fanout_3,azure_gpt4o,candidate_only,FALSE,FALSE,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,15,79ed7d222b5333cd,0de72cfd5282af57,4,3,structural_paraphrase,0de72cfd5282af57,False,campaign_v4
