source_row_id,original_query,query,ground_truth,generation_type,lexical_cues_removed,paraphrase_family,confusable_with,ground_truth_tool,class_id,predicted_tool,correct,rank,top5_tools
-1,,Query payment-api-03 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;db_read;process_refund;log_audit_event;scan_malware
-1,,Look up how staging-db-02 is performing.,check_status,confusable_intent,,,query_database,check_status,12,db_read,False,5,db_read;generate_report;db_write;provision_vm;check_status
-1,,Scan payment-api-03 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;db_read;log_audit_event;process_refund
-1,,Look up how cdn-edge-06 is performing.,check_status,confusable_intent,,,query_database,check_status,12,generate_report,False,2,generate_report;check_status;scan_malware;db_read;send_notification
-1,,Query auth-svc-04 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;log_audit_event;db_read;reset_password;scan_malware
-1,,Look up how auth-svc-04 is performing.,check_status,confusable_intent,,,query_database,check_status,12,log_audit_event,False,2,log_audit_event;check_status;scan_malware;reset_password;db_read
-1,,Look up how prod-web-01 is performing.,check_status,confusable_intent,,,query_database,check_status,12,scan_malware,False,2,scan_malware;check_status;quarantine_system;db_read;restart_service
-1,,Look up how payment-api-03 is performing.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;scan_malware;db_read;process_refund;quarantine_system
-1,,Look up how ml-infer-05 is performing.,check_status,confusable_intent,,,query_database,check_status,12,generate_report,False,4,generate_report;db_read;scan_malware;check_status;send_notification
-1,,Scan auth-svc-04 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,3,scan_malware;log_audit_event;check_status;reset_password;db_read
-1,,Query prod-web-01 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,db_read,False,2,db_read;check_status;scan_malware;restart_service;quarantine_system
-1,,Scan staging-db-02 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,db_read,False,5,db_read;db_write;generate_report;scan_malware;check_status
-1,,Query staging-db-02 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,db_read,False,2,db_read;check_status;db_write;generate_report;log_audit_event
-1,,Scan ml-infer-05 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,3,scan_malware;db_read;check_status;generate_report;db_write
-1,,Scan prod-web-01 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;quarantine_system;db_read;generate_report
-1,,Query ml-infer-05 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,db_read,False,2,db_read;check_status;scan_malware;generate_report;db_write
-1,,Scan cdn-edge-06 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;db_read;generate_report;send_notification
-1,,Query cdn-edge-06 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;db_read;scan_malware;generate_report;quarantine_system
-1,,Scan payment-api-03 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;db_read;log_audit_event;process_refund
-1,,Scan prod-web-01 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;quarantine_system;db_read;generate_report
-1,,Query cdn-edge-06 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;db_read;scan_malware;generate_report;quarantine_system
-1,,Look up how cdn-edge-06 is performing.,check_status,confusable_intent,,,query_database,check_status,12,generate_report,False,2,generate_report;check_status;scan_malware;db_read;send_notification
-1,,Scan prod-web-01 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;quarantine_system;db_read;generate_report
-1,,Scan cdn-edge-06 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;db_read;generate_report;send_notification
-1,,Look up how prod-web-01 is performing.,check_status,confusable_intent,,,query_database,check_status,12,scan_malware,False,2,scan_malware;check_status;quarantine_system;db_read;restart_service
-1,,Scan payment-api-03 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;db_read;log_audit_event;process_refund
-1,,Query payment-api-03 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;db_read;process_refund;log_audit_event;scan_malware
-1,,Scan cdn-edge-06 -- is it healthy?,check_status,confusable_intent,,,scan_malware,check_status,12,scan_malware,False,2,scan_malware;check_status;db_read;generate_report;send_notification
-1,,Query payment-api-03 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,check_status,True,1,check_status;db_read;process_refund;log_audit_event;scan_malware
-1,,Query prod-web-01 to see if it's still alive.,check_status,confusable_intent,,,query_database,check_status,12,db_read,False,2,db_read;check_status;scan_malware;restart_service;quarantine_system
-1,,Notify the team by creating a formal issue for cdn-edge-06.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,send_notification,False,2,send_notification;create_ticket;provision_vm;generate_report;escalate_to_human
-1,,Log Diana's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;log_audit_event;generate_report;send_notification
-1,,Log Frank's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;send_notification;log_audit_event;generate_report
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Notify the team by creating a formal issue for ml-infer-05.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,send_notification,False,2,send_notification;create_ticket;provision_vm;generate_report;escalate_to_human
-1,,Notify the team by creating a formal issue for payment-api-03.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,send_notification,False,2,send_notification;create_ticket;provision_vm;escalate_to_human;process_refund
-1,,Log Grace's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,log_audit_event,False,2,log_audit_event;create_ticket;reset_password;generate_report;escalate_to_human
-1,,Notify the team by creating a formal issue for staging-db-02.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;provision_vm;send_notification;db_write;generate_report
-1,,Notify the team by creating a formal issue for auth-svc-04.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;send_notification;reset_password;generate_report
-1,,Notify the team by creating a formal issue for prod-web-01.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,send_notification,False,2,send_notification;create_ticket;provision_vm;escalate_to_human;quarantine_system
-1,,Log Charlie's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;send_notification;generate_report;log_audit_event
-1,,Log Eve's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;log_audit_event;escalate_to_human;send_notification
-1,,Log Bob's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;process_refund;escalate_to_human;generate_report
-1,,Log Alice's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;escalate_to_human;generate_report;process_refund
-1,,Log Bob's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;process_refund;escalate_to_human;generate_report
-1,,Log Diana's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;log_audit_event;generate_report;send_notification
-1,,Log Eve's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;log_audit_event;escalate_to_human;send_notification
-1,,Notify the team by creating a formal issue for cdn-edge-06.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,send_notification,False,2,send_notification;create_ticket;provision_vm;generate_report;escalate_to_human
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Notify the team by creating a formal issue for cdn-edge-06.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,send_notification,False,2,send_notification;create_ticket;provision_vm;generate_report;escalate_to_human
-1,,Notify the team by creating a formal issue for auth-svc-04.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;log_audit_event;send_notification;reset_password;generate_report
-1,,Log Charlie's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;send_notification;generate_report;log_audit_event
-1,,Log Frank's complaint so we can follow up.,create_ticket,confusable_intent,,,log_audit_event,create_ticket,3,create_ticket,True,1,create_ticket;escalate_to_human;send_notification;log_audit_event;generate_report
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Send a record of this problem to the tracking system.,create_ticket,confusable_intent,,,send_notification,create_ticket,3,create_ticket,True,1,create_ticket;generate_report;db_write;send_notification;process_refund
-1,,Notify a manager that Frank's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,send_notification,False,2,send_notification;escalate_to_human;create_ticket;provision_vm;update_subscription
-1,,Send this to a real person for Frank.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;send_notification;provision_vm;create_ticket;restart_service
-1,,Create an escalation path for Frank.,escalate_to_human,confusable_intent,,,create_ticket,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;provision_vm;send_notification;quarantine_system;update_subscription
-1,,Send this to a real person for Alice.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;create_ticket;send_notification;db_write;process_refund
-1,,Send this to a real person for Eve.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;provision_vm;send_notification;db_write;create_ticket
-1,,Create an escalation path for Diana.,escalate_to_human,confusable_intent,,,create_ticket,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;provision_vm;quarantine_system;send_notification;update_subscription
-1,,Send this to a real person for Bob.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;process_refund;restart_service;send_notification;db_write
-1,,Create an escalation path for Bob.,escalate_to_human,confusable_intent,,,create_ticket,escalate_to_human,13,quarantine_system,False,2,quarantine_system;escalate_to_human;process_refund;send_notification;restart_service
-1,,Create an escalation path for Alice.,escalate_to_human,confusable_intent,,,create_ticket,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;send_notification;process_refund;quarantine_system;update_subscription
-1,,Send this to a real person for Grace.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,reset_password,False,4,reset_password;log_audit_event;process_refund;escalate_to_human;db_write
-1,,Notify a manager that Diana's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;send_notification;create_ticket;generate_report;provision_vm
-1,,Notify a manager that Grace's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,send_notification,False,3,send_notification;log_audit_event;escalate_to_human;create_ticket;process_refund
-1,,Notify a manager that Bob's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,send_notification,False,2,send_notification;escalate_to_human;create_ticket;quarantine_system;restart_service
-1,,Notify a manager that Eve's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,send_notification,False,2,send_notification;escalate_to_human;create_ticket;provision_vm;generate_report
-1,,Notify a manager that Charlie's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,send_notification,False,2,send_notification;escalate_to_human;create_ticket;provision_vm;quarantine_system
-1,,Create an escalation path for Eve.,escalate_to_human,confusable_intent,,,create_ticket,escalate_to_human,13,provision_vm,False,3,provision_vm;send_notification;escalate_to_human;quarantine_system;update_subscription
-1,,Create an escalation path for Grace.,escalate_to_human,confusable_intent,,,create_ticket,escalate_to_human,13,process_refund,False,4,process_refund;log_audit_event;reset_password;escalate_to_human;send_notification
-1,,Send this to a real person for Diana.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;db_write;create_ticket;provision_vm;send_notification
-1,,Notify a manager that Alice's case needs attention.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;send_notification;create_ticket;process_refund;log_audit_event
-1,,Send this to a real person for Charlie.,escalate_to_human,confusable_intent,,,send_notification,escalate_to_human,13,escalate_to_human,True,1,escalate_to_human;send_notification;provision_vm;restart_service;db_write
