tool,precision,recall,f1,support
db_read,0.5555555555555556,0.373134328358209,0.44642857142857145,67
db_write,0.5757575757575758,0.5671641791044776,0.5714285714285714,67
reset_password,0.5777777777777777,0.7761194029850746,0.6624203821656051,67
create_ticket,0.49019607843137253,0.373134328358209,0.423728813559322,67
send_notification,0.2777777777777778,0.22388059701492538,0.24793388429752067,67
quarantine_system,0.509090909090909,0.417910447761194,0.45901639344262296,67
scan_malware,0.6428571428571429,0.26865671641791045,0.37894736842105264,67
generate_report,0.4095238095238095,0.6417910447761194,0.5,67
process_refund,0.45098039215686275,0.6865671641791045,0.5443786982248521,67
update_subscription,0.8333333333333334,0.5970149253731343,0.6956521739130435,67
provision_vm,0.4230769230769231,0.4925373134328358,0.45517241379310347,67
restart_service,0.4878048780487805,0.29850746268656714,0.37037037037037035,67
check_status,0.48148148148148145,0.19402985074626866,0.2765957446808511,67
escalate_to_human,0.5784313725490197,0.8805970149253731,0.6982248520710059,67
log_audit_event,0.34513274336283184,0.582089552238806,0.43333333333333335,67
